200,4342
2,0.5470303170607158,0.28670444971763753,0,0.27358263520829307,0.20793027180163237,14
0,0.27358263520829307,0.20793027180163237,5,0.20810081646067946,0.3352989368373046,27
6,0.4823196229396135,0.986514633450695,1,0.43991875545015136,0.8310700995096875,29
0,0.27358263520829307,0.20793027180163237,8,0.2915066758666818,0.3299553172986689,32
1,0.43991875545015136,0.8310700995096875,7,0.15838785346755746,0.8547256205048873,21
5,0.20810081646067946,0.3352989368373046,4,0.034142036258133834,0.47894774447187316,27
10,0.12798542154853465,0.05464775008725664,0,0.27358263520829307,0.20793027180163237,39
8,0.2915066758666818,0.3299553172986689,2,0.5470303170607158,0.28670444971763753,34
3,0.8875680049713505,0.566270091179124,9,0.7865312753286187,0.48664665870228396,44
4,0.034142036258133834,0.47894774447187316,8,0.2915066758666818,0.3299553172986689,26
11,0.7107335278502779,0.3616026196450779,2,0.5470303170607158,0.28670444971763753,16
5,0.20810081646067946,0.3352989368373046,8,0.2915066758666818,0.3299553172986689,28
11,0.7107335278502779,0.3616026196450779,3,0.8875680049713505,0.566270091179124,10
10,0.12798542154853465,0.05464775008725664,5,0.20810081646067946,0.3352989368373046,45
0,0.27358263520829307,0.20793027180163237,16,0.13565350922904218,0.11621799850528536,48
2,0.5470303170607158,0.28670444971763753,15,0.7013564924253191,0.2274779706342831,29
3,0.8875680049713505,0.566270091179124,14,0.8495562562561983,0.4053352238084773,29
17,0.32448487395610226,0.7797609467434171,1,0.43991875545015136,0.8310700995096875,5
18,0.47110388078454235,0.6893355495106676,1,0.43991875545015136,0.8310700995096875,38
19,0.6003213962293702,0.7913594319755014,1,0.43991875545015136,0.8310700995096875,24
11,0.7107335278502779,0.3616026196450779,9,0.7865312753286187,0.48664665870228396,18
16,0.13565350922904218,0.11621799850528536,5,0.20810081646067946,0.3352989368373046,33
21,0.6173002735057979,0.8788468159160074,1,0.43991875545015136,0.8310700995096875,48
9,0.7865312753286187,0.48664665870228396,13,0.9474186679980804,0.2594341872609671,33
17,0.32448487395610226,0.7797609467434171,6,0.4823196229396135,0.986514633450695,3
14,0.8495562562561983,0.4053352238084773,9,0.7865312753286187,0.48664665870228396,31
18,0.47110388078454235,0.6893355495106676,6,0.4823196229396135,0.986514633450695,31
7,0.15838785346755746,0.8547256205048873,17,0.32448487395610226,0.7797609467434171,16
16,0.13565350922904218,0.11621799850528536,8,0.2915066758666818,0.3299553172986689,3
15,0.7013564924253191,0.2274779706342831,9,0.7865312753286187,0.48664665870228396,47
13,0.9474186679980804,0.2594341872609671,11,0.7107335278502779,0.3616026196450779,40
23,0.7570661700575201,0.14076208177222693,2,0.5470303170607158,0.28670444971763753,34
3,0.8875680049713505,0.566270091179124,22,0.9313149781596344,0.7249158532401236,26
19,0.6003213962293702,0.7913594319755014,6,0.4823196229396135,0.986514633450695,48
14,0.8495562562561983,0.4053352238084773,11,0.7107335278502779,0.3616026196450779,47
13,0.9474186679980804,0.2594341872609671,12,0.9346398121330723,0.019499506699231395,33
26,0.08684063379106621,0.4242559719211999,0,0.27358263520829307,0.20793027180163237,18
10,0.12798542154853465,0.05464775008725664,16,0.13565350922904218,0.11621799850528536,35
15,0.7013564924253191,0.2274779706342831,11,0.7107335278502779,0.3616026196450779,40
24,0.7884430856743381,0.7119712657486029,3,0.8875680049713505,0.566270091179124,47
21,0.6173002735057979,0.8788468159160074,6,0.4823196229396135,0.986514633450695,38
14,0.8495562562561983,0.4053352238084773,13,0.9474186679980804,0.2594341872609671,2
27,0.26706020817818166,0.7558400293383937,1,0.43991875545015136,0.8310700995096875,32
3,0.8875680049713505,0.566270091179124,25,0.7427015802989861,0.6212884560046946,49
13,0.9474186679980804,0.2594341872609671,15,0.7013564924253191,0.2274779706342831,29
29,0.45282326577302834,0.3590115328237472,0,0.27358263520829307,0.20793027180163237,41
14,0.8495562562561983,0.4053352238084773,15,0.7013564924253191,0.2274779706342831,32
